rooms,area,city,private_offer,year,total_price,zmywarka,balkon,piwnica,telewizor,monitoring,oddzielna_kuchnia,garaz,teren_zamkniety,klimatyzacja,taras
2,47,Gdynia,0,2007.0,2000,0,1,0,0,1,0,1,0,0,0
2,40,Pruszcz Gdański,0,2020.0,1700,0,1,0,0,0,0,1,0,0,0
2,50,Gdańsk,1,2009.0,2520,1,1,0,1,1,0,0,0,0,0
2,35,Gdańsk,1,2016.0,1600,1,1,0,1,0,0,1,0,0,0
1,34,Pruszcz Gdański,0,1960.0,1750,0,0,0,0,0,0,0,0,0,0
3,63,Gdańsk,0,2018.0,3450,1,1,0,1,1,0,1,0,0,0
2,49,Gdańsk,0,2018.0,2860,1,1,0,1,1,0,1,0,0,0
3,71,Gdańsk,0,2011.0,4200,0,1,0,0,0,0,1,0,0,1
2,40,Sopot,0,1980.0,1600,0,1,0,0,0,0,0,0,0,0
2,57,Sopot,0,2000.0,2202,0,0,0,0,0,1,1,0,0,0
4,84,Gdynia,0,2009.0,4501,0,1,0,0,1,1,1,0,1,0
2,47,Gdańsk,0,2018.0,3000,0,0,0,0,0,0,1,0,0,0
3,57,Gdańsk,0,2016.0,2460,0,1,0,0,0,0,1,0,0,0
1,32,Gdańsk,0,2017.0,1600,0,1,1,0,0,0,0,0,0,0
2,36,Gdańsk,1,2016.0,2080,1,1,1,1,0,0,1,0,0,0
2,60,Sopot,1,2008.0,4801,1,0,0,1,1,0,1,1,0,1
2,57,Gdańsk,0,2016.0,3430,0,0,1,0,1,0,1,1,0,1
2,65,Gdańsk,0,2012.0,3800,1,1,0,1,1,0,1,1,0,0
1,32,Gdańsk,0,2020.0,2340,1,1,0,1,0,1,1,0,0,0
2,60,Gdynia,0,2017.0,3280,1,1,1,1,0,0,1,1,0,0
2,54,Gdańsk,0,2012.0,2500,0,1,0,0,1,0,1,1,0,0
1,40,Gdańsk,0,2012.0,1900,0,1,0,0,1,0,1,1,0,0
2,45,Gdańsk,1,2018.0,2100,1,0,0,1,0,0,0,1,0,1
2,49,Gdańsk,0,2008.0,2200,0,1,1,0,0,0,1,0,0,0
2,46,Gdańsk,0,2018.0,2720,0,1,0,0,0,1,1,0,0,0
2,50,Gdańsk,0,1950.0,2444,0,0,0,0,0,1,0,0,0,0
1,28,Gdańsk,0,2019.0,1990,0,0,0,0,0,0,0,0,0,0
1,36,Sopot,0,2013.0,2350,0,1,0,0,1,1,1,0,0,0
2,31,Gdańsk,0,1978.0,1500,0,0,1,0,0,0,0,0,0,0
1,36,Gdańsk,0,2010.0,2600,0,0,0,0,0,0,1,0,0,0
2,30,Gdańsk,0,2020.0,2100,1,1,0,1,0,0,0,0,0,0
2,36,Gdynia,0,1936.0,1750,0,1,1,0,0,1,0,1,0,0
2,35,Gdańsk,0,2020.0,2390,1,1,0,1,0,0,1,0,0,0
2,52,Gdańsk,0,2014.0,2560,0,1,0,0,1,0,1,1,0,0
2,32,Gdynia,1,1968.0,1600,0,0,1,1,0,1,0,0,0,0
2,36,Gdańsk,1,2019.0,2380,1,1,1,0,1,0,1,1,0,0
2,38,Sopot,1,1970.0,2700,1,1,0,1,0,0,0,0,0,0
2,49,Gdańsk,0,2017.0,2200,0,1,0,0,1,1,0,0,0,1
2,47,Gdańsk,0,2016.0,2800,0,1,0,0,1,0,1,0,0,0
3,71,Gdańsk,0,2012.0,3100,0,0,0,0,0,0,0,0,0,0
3,67,Gdynia,0,2006.0,2600,0,1,0,0,0,0,1,1,0,0
2,37,Gdynia,0,1969.0,1500,0,0,1,0,0,0,0,0,0,0
3,84,Gdynia,0,2019.0,4800,0,1,0,0,0,0,1,0,0,1
2,38,Gdańsk,0,2019.0,2560,1,0,0,1,0,0,1,0,0,0
1,32,Sopot,0,2013.0,2300,0,0,0,0,1,0,0,1,0,0
1,36,Sopot,0,2013.0,2500,0,0,0,0,1,0,1,1,0,0
1,36,Sopot,0,2013.0,2700,0,1,0,0,1,0,1,1,0,0
4,67,Gdańsk,0,2005.0,2800,0,1,0,0,0,1,0,0,0,0
1,25,Pruszcz Gdański,0,1970.0,1550,0,0,0,1,1,0,1,0,0,0
2,48,Gdańsk,0,1950.0,2350,0,0,1,0,0,0,1,0,0,0
3,68,Gdańsk,1,2014.0,3610,1,1,0,1,1,0,1,0,0,0
2,46,Gdynia,0,1950.0,1711,0,0,1,0,0,1,0,0,0,0
2,41,Sopot,0,1980.0,1700,0,0,0,0,0,0,0,0,0,0
2,46,Gdańsk,0,2019.0,3150,1,0,0,1,0,0,1,0,0,0
1,31,Gdańsk,0,1980.0,1580,0,1,1,1,0,1,0,0,0,0
2,53,Gdańsk,0,2017.0,2500,0,0,1,0,0,0,1,0,0,1
3,56,Gdańsk,0,2019.0,2800,0,1,0,0,1,0,1,1,0,0
2,44,Gdańsk,0,2006.0,2400,1,1,0,1,1,0,1,0,0,0
2,47,Gdynia,0,2010.0,2070,0,1,0,0,0,0,0,1,0,0
2,40,Gdańsk,0,2007.0,2700,0,1,0,1,0,0,1,0,0,0
2,38,Gdańsk,0,2020.0,2100,0,0,0,0,1,0,1,0,0,0
2,53,Gdańsk,0,2017.0,2300,0,1,1,0,1,0,1,1,0,0
3,90,Gdynia,0,1954.0,4000,0,0,0,0,0,0,0,0,0,0
2,40,Gdańsk,0,2007.0,1900,0,1,1,0,1,0,1,1,0,0
2,40,Gdańsk,1,2015.0,2250,1,1,0,1,1,0,0,0,0,0
2,70,Gdańsk,1,2012.0,3800,1,1,0,1,1,0,1,1,0,1
2,41,Sopot,0,2002.0,1800,0,1,0,0,1,0,1,0,0,0
2,45,Gdańsk,0,2012.0,1900,0,1,0,0,1,0,1,0,0,0
2,51,Gdańsk,0,2011.0,2500,0,0,0,0,0,0,0,0,0,0
3,64,Pruszcz Gdański,0,2008.0,2980,0,1,0,0,1,0,0,1,0,0
2,50,Gdańsk,0,2019.0,2701,0,0,0,0,1,0,1,1,0,0
2,47,Gdańsk,0,2019.0,2380,1,0,0,1,0,0,0,0,0,0
3,72,Sopot,0,2006.0,3500,0,1,1,0,0,0,1,0,0,0
1,32,Gdańsk,0,2018.0,2150,0,1,0,0,1,0,0,0,0,0
2,33,Gdańsk,0,2020.0,2300,1,1,0,1,1,0,1,1,0,0
2,42,Gdańsk,0,2013.0,2100,0,0,0,0,1,0,1,1,0,0
2,30,Gdańsk,0,2018.0,1700,0,0,0,0,0,0,0,0,0,0
1,25,Gdańsk,0,2018.0,1700,0,1,0,0,0,0,0,0,0,0
1,20,Gdańsk,0,2018.0,1400,0,0,0,0,0,0,0,0,0,0
1,30,Gdańsk,0,2016.0,1900,0,0,0,0,1,0,0,0,0,0
2,30,Gdańsk,0,2018.0,1700,0,0,0,0,0,0,0,0,0,0
5,110,Gdańsk,0,2017.0,5900,0,0,0,0,0,0,0,0,0,0
3,80,Gdańsk,0,2008.0,3600,1,0,0,1,1,0,0,1,0,0
2,33,Gdańsk,0,2020.0,2100,1,1,0,1,0,0,1,0,0,0
2,40,Gdynia,0,1980.0,1800,0,0,0,0,0,0,0,0,0,0
3,55,Sopot,0,2019.0,3400,0,1,0,0,0,0,0,0,0,0
3,62,Sopot,0,2006.0,3500,0,1,0,0,0,0,1,1,0,0
1,35,Gdańsk,1,2018.0,2100,1,1,0,1,1,0,0,1,0,1
2,56,Gdańsk,1,2008.0,2330,1,0,0,0,0,0,0,0,0,1
2,41,Sopot,0,2006.0,2100,0,0,0,0,1,1,1,0,0,1
2,35,Gdańsk,0,2018.0,2600,1,0,0,1,1,0,1,0,0,0
3,58,Gdańsk,0,2017.0,4150,1,1,0,1,1,0,1,1,0,1
2,46,Gdańsk,0,2007.0,3330,1,1,0,1,1,0,1,1,0,0
2,56,Sopot,0,2002.0,3200,0,0,0,0,0,0,0,0,0,0
2,45,Gdynia,0,1966.0,2276,0,1,1,0,0,1,0,0,0,0
2,50,Gdańsk,0,1960.0,3000,0,0,0,0,0,0,0,0,0,0
2,45,Gdańsk,0,2018.0,2500,0,1,0,0,1,0,1,1,0,0
2,26,Gdynia,0,2020.0,1700,1,1,0,1,0,0,1,1,0,0
2,60,Gdańsk,0,2011.0,4200,1,0,0,1,0,0,1,0,0,0
4,104,Gdynia,0,2002.0,4000,0,1,0,0,1,0,1,0,0,0
2,54,Gdynia,0,1999.0,2300,0,1,0,0,0,0,1,0,0,0
2,40,Gdańsk,0,2019.0,2150,1,0,0,1,0,0,0,0,0,1
2,40,Gdańsk,0,1950.0,2250,1,1,0,1,0,0,1,0,0,0
3,76,Gdańsk,0,2017.0,4170,1,1,0,1,0,0,1,0,0,0
5,140,Sopot,0,2010.0,10000,0,0,1,0,1,1,0,0,0,0
1,28,Gdańsk,0,2008.0,1750,0,1,0,0,0,0,1,1,0,0
2,43,Gdańsk,0,2020.0,2200,0,1,0,0,0,0,1,0,0,0
2,50,Gdańsk,0,2018.0,3000,0,0,0,0,0,0,1,0,0,0
2,51,Gdańsk,0,2020.0,2700,0,0,0,0,1,0,1,0,0,0
2,42,Gdańsk,0,2011.0,2000,0,1,0,0,0,0,1,0,0,0
2,95,Gdynia,0,2010.0,4750,0,0,0,0,0,0,1,1,0,1
1,36,Gdańsk,0,2014.0,2300,0,0,0,0,0,0,0,0,0,0
2,46,Gdańsk,0,2010.0,2600,0,0,0,0,0,0,1,0,0,0
3,62,Sopot,0,2005.0,2950,0,1,0,0,0,0,1,0,0,0
2,42,Gdańsk,0,2008.0,2500,1,1,1,1,1,0,1,0,0,0
3,65,Gdynia,1,2004.0,2450,1,1,0,0,0,0,1,1,0,0
2,47,Gdańsk,1,2015.0,2800,1,1,1,1,1,0,1,1,0,0
3,79,Gdańsk,1,2016.0,3590,1,1,1,1,1,0,1,1,0,1
1,35,Gdańsk,0,2017.0,2200,1,1,0,1,0,0,1,0,0,0
2,52,Gdańsk,0,2017.0,2900,0,1,0,0,0,0,1,0,0,0
2,43,Gdańsk,0,2014.0,2500,0,0,0,0,0,0,1,0,0,0
2,50,Gdynia,0,1935.0,2970,0,1,1,0,0,0,0,0,0,0
2,30,Gdańsk,0,2017.0,1850,0,0,0,0,0,0,0,0,0,0
2,44,Gdańsk,0,2008.0,1850,0,1,0,0,0,0,0,0,0,0
2,39,Gdańsk,0,2017.0,2200,0,1,0,0,0,0,1,0,0,0
2,38,Gdynia,0,1950.0,2470,1,0,1,0,0,0,1,0,0,0
3,80,Gdańsk,0,2017.0,3700,0,1,0,0,0,0,1,0,0,1
2,48,Gdańsk,0,2018.0,3000,0,1,0,0,1,0,0,0,0,0
1,29,Gdynia,0,1990.0,1600,1,0,0,0,0,0,0,0,0,0
2,38,Gdynia,0,2004.0,1450,0,1,0,0,0,0,1,0,0,1
2,67,Gdynia,0,2009.0,3400,0,1,0,0,0,0,1,0,0,1
3,71,Gdańsk,0,2017.0,4300,0,1,0,0,1,0,1,1,0,0
3,60,Gdańsk,1,2020.0,2800,1,1,0,0,0,0,1,1,1,0
1,39,Sopot,0,1903.0,1890,1,0,0,1,1,0,0,1,1,0
1,24,Gdańsk,0,1950.0,1420,0,0,1,0,0,0,0,0,0,0
3,57,Gdańsk,0,1980.0,2500,0,0,0,0,0,0,0,0,0,0
2,38,Sopot,0,2018.0,2100,0,1,0,0,0,0,0,1,0,0
2,48,Gdańsk,0,1950.0,2500,0,1,1,0,0,0,1,1,0,0
2,40,Gdańsk,0,2017.0,2450,0,1,0,0,0,0,1,0,0,0
2,50,Gdańsk,0,2019.0,3350,1,1,0,0,0,0,0,0,0,0
2,37,Gdynia,0,1968.0,1500,0,1,0,0,0,0,0,0,0,0
1,36,Gdańsk,0,2017.0,2300,0,1,0,0,1,0,0,0,0,0
2,57,Gdańsk,0,2015.0,2500,1,0,0,1,1,0,1,0,0,0
2,40,Gdańsk,0,2017.0,2680,0,1,0,0,1,0,1,0,0,0
2,40,Gdańsk,0,2017.0,2680,0,1,0,0,1,0,1,0,0,0
2,39,Gdańsk,1,2017.0,2200,1,0,0,1,0,0,0,0,0,0
2,40,Gdańsk,0,2017.0,2100,0,1,1,0,1,0,1,0,0,0
2,44,Gdańsk,0,1980.0,2500,0,0,1,0,0,1,0,0,0,0
5,140,Sopot,0,2010.0,10001,1,0,1,1,1,1,1,0,1,0
2,47,Gdańsk,0,2018.0,2500,1,0,0,1,0,0,0,0,0,0
2,38,Gdańsk,0,2017.0,2800,1,1,0,1,1,0,0,1,0,0
2,46,Gdańsk,0,1996.0,2499,0,0,0,0,0,1,1,0,0,0
2,37,Sopot,0,2019.0,2200,0,0,0,0,0,0,0,0,0,0
3,48,Sopot,0,2019.0,2500,0,0,0,0,0,0,0,0,0,0
3,48,Sopot,0,2019.0,3000,0,0,0,0,0,0,1,0,0,0
1,26,Sopot,0,1970.0,1600,0,0,1,0,0,1,0,0,0,0
1,30,Gdańsk,0,2019.0,2000,0,0,0,0,0,0,0,0,0,0
1,30,Pruszcz Gdański,0,2019.0,2000,0,0,0,0,0,0,0,0,0,0
2,45,Gdynia,0,2012.0,3000,0,0,0,0,0,0,0,0,0,1
5,105,Gdańsk,0,2018.0,5250,1,1,0,1,1,0,1,0,0,0
2,44,Gdańsk,1,2020.0,2350,1,1,0,1,1,0,1,1,0,0
2,42,Gdynia,0,2000.0,2000,0,1,0,1,0,0,0,0,0,0
2,40,Gdańsk,0,2017.0,2250,1,1,0,1,0,0,1,0,0,0
2,37,Sopot,0,2017.0,1850,1,0,0,1,1,0,0,0,1,0
2,46,Gdynia,0,2016.0,2550,1,1,0,1,0,0,1,0,0,0
1,30,Gdańsk,0,2019.0,2100,0,0,0,0,1,0,0,1,0,0
2,59,Gdynia,0,1933.0,2040,0,0,0,0,0,0,0,1,0,0
3,62,Sopot,0,1972.0,2500,0,0,0,0,0,0,0,0,0,0
3,60,Gdańsk,0,1970.0,3100,1,1,0,0,0,0,1,0,0,0
2,44,Sopot,0,2017.0,2550,0,0,0,0,1,0,1,1,0,1
2,50,Gdańsk,0,2010.0,2700,0,0,0,0,0,0,1,0,0,0
2,55,Gdańsk,0,1960.0,2550,1,0,0,0,0,0,1,1,0,0
3,52,Gdańsk,1,2019.0,3050,1,1,1,1,1,0,1,1,0,0
3,58,Gdańsk,1,2008.0,2550,1,1,1,0,0,0,0,0,0,0
2,55,Gdańsk,1,2006.0,2690,1,1,0,1,1,0,1,0,0,0
3,74,Gdańsk,0,2016.0,4200,0,0,0,0,0,0,1,0,0,0
2,30,Pruszcz Gdański,0,1970.0,2000,0,0,0,1,1,0,0,0,0,0
2,41,Gdańsk,0,2019.0,2900,0,1,0,0,0,0,0,0,0,0
2,37,Gdynia,0,2000.0,2000,0,1,1,0,0,0,0,1,0,0
2,47,Gdynia,0,2020.0,2800,0,1,0,0,0,0,1,0,0,0
3,64,Gdańsk,0,2018.0,2800,0,1,0,0,0,0,1,0,0,0
2,50,Gdańsk,0,1954.0,2800,0,0,0,1,0,0,0,0,0,0
2,45,Gdynia,0,2006.0,1900,0,1,0,0,0,0,1,0,0,0
2,44,Gdańsk,0,2019.0,3000,1,1,0,1,1,0,0,0,0,0
1,31,Gdańsk,1,1985.0,1340,0,0,1,0,0,0,0,0,0,0
3,82,Gdynia,1,2000.0,2900,1,1,0,0,0,1,0,0,0,0
2,42,Gdańsk,0,2016.0,2300,0,0,0,0,1,0,1,1,0,0
2,54,Gdańsk,0,2012.0,3300,1,1,1,1,1,0,1,0,0,0
2,45,Gdańsk,0,2018.0,2400,1,0,0,1,1,0,1,1,0,1
1,31,Gdańsk,0,2019.0,2250,1,1,0,1,1,0,1,1,0,0
3,70,Gdańsk,0,2012.0,3550,1,0,1,1,1,0,1,0,0,1
2,43,Gdańsk,0,2010.0,2200,0,0,0,0,1,0,0,0,0,0
2,50,Gdańsk,0,2019.0,2500,0,1,0,0,0,0,1,0,0,0
3,70,Gdynia,0,1930.0,3980,0,0,0,0,0,0,0,0,0,0
2,47,Gdynia,0,1980.0,3000,0,0,0,0,0,1,0,0,0,0
2,40,Gdańsk,0,2020.0,2500,1,1,0,0,0,0,1,0,0,0
2,48,Gdańsk,0,2017.0,2500,0,1,0,0,0,0,1,0,0,0
4,78,Sopot,0,2005.0,5000,0,0,0,0,0,0,0,0,0,0
1,35,Gdańsk,0,1954.0,1700,0,0,1,0,0,0,0,0,0,0
1,33,Gdynia,1,2018.0,1600,1,0,0,1,1,0,0,1,0,0
3,125,Sopot,0,2011.0,5800,0,1,0,0,0,0,1,0,0,0
3,66,Gdańsk,0,2009.0,2850,0,0,0,0,1,0,1,0,0,0
2,49,Gdańsk,0,2015.0,2900,0,1,0,0,1,0,0,0,0,0
2,50,Gdańsk,0,2016.0,3300,0,1,0,0,1,0,1,0,0,0
2,49,Gdańsk,0,2015.0,2700,0,1,0,0,1,0,0,0,0,0
2,55,Gdańsk,0,2010.0,3800,0,0,0,0,1,0,1,1,0,0
3,74,Gdańsk,0,2006.0,4600,0,1,0,0,1,0,1,1,0,0
2,49,Gdańsk,0,2015.0,2700,0,1,0,0,1,0,0,0,0,0
2,70,Gdańsk,0,2010.0,5200,0,1,0,0,1,0,0,1,0,0
2,44,Gdańsk,0,2020.0,2400,1,1,1,0,1,0,1,1,0,0
3,62,Gdańsk,0,2013.0,3800,0,0,0,0,1,0,1,0,0,0
2,35,Gdynia,0,1938.0,1500,0,0,1,0,0,0,1,0,0,0
1,32,Gdańsk,1,2020.0,1790,0,1,1,1,0,0,1,0,0,0
3,68,Gdańsk,1,2014.0,3610,1,1,0,1,1,0,1,0,0,0
3,65,Sopot,0,2008.0,3501,0,1,0,0,0,0,1,0,0,0
2,45,Gdynia,0,2016.0,3000,0,1,0,0,0,0,1,0,0,0
3,69,Gdańsk,0,2006.0,3089,0,1,0,0,0,0,1,0,0,0
2,37,Gdańsk,0,2019.0,1800,0,1,0,0,0,0,1,0,0,0
2,46,Gdańsk,0,2017.0,2600,0,1,0,0,0,0,0,0,0,0
1,30,Gdańsk,0,2019.0,2207,0,1,0,0,1,0,1,0,0,0
1,28,Sopot,0,2020.0,1990,0,1,0,0,0,0,1,0,0,0
1,26,Gdańsk,0,2020.0,1550,1,0,0,0,0,0,0,0,0,0
1,25,Gdańsk,0,2018.0,1590,0,1,0,0,0,0,1,0,0,1
3,80,Gdynia,0,2011.0,3960,0,1,0,0,1,0,1,0,0,0
4,119,Gdańsk,0,2014.0,6001,0,1,0,0,1,0,0,1,0,0
2,47,Gdańsk,0,2018.0,3000,0,0,0,0,0,0,1,0,0,0
2,51,Gdańsk,0,2016.0,2700,0,1,0,0,0,0,1,0,0,0
1,31,Gdańsk,0,2018.0,2220,0,0,0,0,0,1,1,0,0,0
5,145,Gdańsk,0,2016.0,6900,0,1,0,0,0,0,1,0,0,0
2,48,Gdańsk,0,2018.0,2400,1,1,0,1,1,0,0,0,0,0
2,50,Gdańsk,0,2012.0,2500,0,1,0,0,0,0,1,0,0,0
2,31,Gdańsk,1,1960.0,1850,0,1,1,0,0,0,0,0,0,0
3,65,Gdańsk,0,2007.0,2800,1,1,0,1,1,0,1,1,0,0
2,52,Gdańsk,0,1950.0,2330,0,0,0,0,0,1,0,0,0,0
2,40,Gdańsk,0,2018.0,2100,0,1,1,0,0,0,1,0,0,1
2,44,Gdańsk,0,2018.0,2050,0,1,0,0,0,0,1,0,0,0
3,63,Sopot,0,2009.0,3500,0,1,1,0,1,0,1,1,0,0
2,53,Gdańsk,0,2007.0,3150,0,1,1,0,1,0,1,1,0,0
2,40,Gdańsk,0,2006.0,2600,0,0,0,0,1,0,1,1,0,0
3,56,Gdańsk,1,1980.0,2600,0,1,1,0,0,1,0,0,0,0
2,65,Gdynia,0,2010.0,3600,0,0,1,0,0,0,1,0,0,0
3,74,Gdańsk,0,2010.0,3500,0,0,0,0,0,0,1,0,0,0
2,44,Gdynia,0,1980.0,1500,0,0,0,0,0,0,0,0,0,0
2,45,Gdańsk,0,2019.0,2700,0,1,1,0,1,0,1,0,0,0
1,32,Gdańsk,0,2018.0,2220,1,1,0,1,1,0,0,0,0,0
2,50,Gdynia,0,1970.0,1999,0,0,1,0,0,0,0,0,0,0
2,34,Gdańsk,0,2004.0,1500,0,0,0,0,0,0,1,0,0,0
3,71,Gdańsk,0,2009.0,3490,0,1,0,0,0,0,1,0,0,1
2,55,Gdańsk,0,2012.0,3400,0,0,0,0,1,0,1,1,0,0
2,44,Gdańsk,0,2018.0,2390,0,1,1,0,0,0,1,0,0,1
2,36,Gdańsk,0,2018.0,2050,0,0,0,0,0,0,0,0,0,0
3,84,Gdańsk,0,2018.0,5001,0,1,1,0,1,0,1,0,0,0
2,44,Gdańsk,0,2011.0,2700,0,1,0,0,1,0,1,0,0,0
3,61,Gdańsk,0,2020.0,3400,1,1,0,1,1,0,1,1,0,0
2,47,Gdańsk,0,2012.0,2750,0,0,0,0,1,0,1,1,0,1
1,18,Sopot,0,1980.0,1211,0,0,0,0,0,0,0,0,0,0
3,34,Sopot,0,2017.0,2000,1,0,0,1,1,0,0,0,1,0
3,51,Sopot,0,2012.0,2500,0,0,0,0,1,0,1,1,0,1
2,48,Gdańsk,0,2019.0,2000,0,0,0,0,1,0,0,0,0,0
3,56,Gdynia,0,1972.0,2250,0,1,0,1,0,1,0,0,0,0
3,85,Sopot,0,2007.0,4400,0,1,1,0,0,1,1,1,0,0
2,38,Gdańsk,0,1970.0,1700,0,1,0,0,0,0,0,0,0,0
1,33,Sopot,0,2017.0,2200,0,0,0,0,0,0,1,1,0,0
3,77,Gdańsk,0,2018.0,4650,0,1,0,0,0,0,1,0,0,0
2,41,Gdańsk,0,2018.0,2600,0,1,1,0,1,0,1,1,0,0
2,40,Gdańsk,0,2017.0,2500,0,1,1,0,1,0,0,1,0,0
3,62,Gdynia,0,1962.0,3200,0,1,0,0,0,0,1,1,0,0
2,55,Gdańsk,0,2007.0,2450,1,1,0,1,0,0,1,0,0,0
2,47,Gdynia,1,2001.0,2400,1,1,1,0,1,1,1,1,0,0
3,56,Gdańsk,0,2019.0,2700,0,0,0,0,1,0,0,0,0,0
3,83,Gdynia,0,2015.0,3901,0,1,0,0,1,0,1,1,0,0
1,28,Gdańsk,0,1970.0,1200,0,0,0,0,0,0,0,0,0,0
3,68,Gdynia,0,2011.0,4000,0,0,0,0,1,0,1,1,0,1
3,97,Gdynia,0,2009.0,5000,0,1,0,0,1,0,1,0,0,1
3,70,Gdańsk,0,2012.0,4000,0,0,0,0,1,0,1,1,0,0
3,109,Gdańsk,0,2011.0,5001,0,0,0,0,1,0,1,1,0,0
2,40,Gdynia,0,1941.0,2500,0,1,0,0,0,1,0,0,0,0
3,69,Sopot,0,2008.0,3950,0,1,1,0,1,1,1,1,0,0
2,49,Gdańsk,0,2015.0,3650,0,1,0,0,1,0,0,1,0,0
2,49,Gdańsk,0,2015.0,3650,0,0,0,0,1,0,1,1,0,1
2,62,Sopot,0,2007.0,4040,0,1,0,0,0,0,1,0,0,0
3,80,Sopot,0,2014.0,5050,0,0,0,0,1,1,1,1,0,1
2,50,Gdynia,0,1990.0,1850,0,1,0,0,0,1,0,0,0,0
2,32,Gdynia,0,1975.0,1100,0,0,0,0,0,1,0,0,0,0
3,74,Gdańsk,0,2018.0,3200,0,1,0,0,0,0,1,0,0,0
2,51,Gdańsk,0,2010.0,2300,0,1,0,0,1,1,1,1,0,0
2,33,Gdańsk,0,2017.0,2200,0,1,0,0,0,0,1,0,0,0
2,42,Gdańsk,0,2016.0,1750,0,0,0,0,1,0,1,0,0,0
2,42,Gdańsk,0,2012.0,2600,0,1,0,0,0,0,0,0,0,0
3,68,Sopot,0,2008.0,4201,0,1,0,0,0,0,1,0,0,0
5,105,Gdańsk,0,2018.0,5250,1,1,0,1,1,0,1,0,0,0
2,58,Gdynia,0,2012.0,3230,0,1,0,0,1,0,1,0,0,0
2,46,Gdańsk,0,2017.0,2500,0,1,0,0,0,0,1,0,0,0
4,75,Gdańsk,0,2017.0,4401,0,1,0,0,1,0,1,1,0,0
2,35,Gdańsk,0,2016.0,2500,0,1,0,0,0,0,1,0,0,0
3,45,Pruszcz Gdański,0,2016.0,1770,0,0,0,0,0,0,0,0,0,0
2,36,Pruszcz Gdański,0,2016.0,1610,0,0,0,0,0,0,1,0,0,0
1,26,Pruszcz Gdański,0,2017.0,1460,0,0,0,0,0,0,0,0,0,0
3,52,Gdańsk,0,1950.0,2390,1,1,1,1,0,0,0,0,0,0
3,71,Sopot,0,1905.0,3790,1,0,1,1,0,0,1,0,0,0
2,50,Gdynia,0,1950.0,1800,0,1,0,0,0,1,0,1,0,0
2,39,Gdynia,0,1980.0,1580,0,1,0,0,0,1,0,0,0,0
3,81,Gdańsk,0,2010.0,6000,0,1,0,0,1,0,1,1,0,1
2,45,Gdańsk,1,1954.0,2150,0,1,0,0,0,1,0,0,0,0
2,40,Gdańsk,1,2015.0,2250,1,1,0,1,1,0,0,0,0,0
2,48,Gdynia,0,1956.0,2330,0,1,0,0,0,1,1,0,0,0
1,29,Pruszcz Gdański,0,2010.0,1350,0,1,0,0,1,0,1,0,0,0
3,60,Gdynia,0,1936.0,2450,0,1,1,0,0,1,0,1,0,0
2,42,Gdańsk,1,2020.0,2200,1,1,1,0,1,0,1,0,1,0
3,86,Gdynia,1,2008.0,4200,1,1,1,1,1,0,1,1,0,0
2,55,Katowice,1,2020.0,3380,1,1,1,0,1,0,1,0,1,0
2,38,Bielsko-Biała,0,1980.0,1570,0,0,1,0,0,1,0,0,0,0
2,40,Tychy,1,2018.0,2200,1,0,0,0,0,0,1,0,0,0
2,67,Gliwice,1,2011.0,2300,1,1,1,0,0,1,1,1,0,1
1,39,Katowice,1,2014.0,1700,0,0,0,0,0,0,0,0,0,0
2,38,Sosnowiec,1,2019.0,1500,0,0,0,0,1,0,0,1,0,0
1,35,Katowice,1,2018.0,1580,1,1,0,0,0,0,0,0,0,0
3,55,Zabrze,1,1975.0,1401,0,1,1,0,0,1,0,0,0,0
2,41,Bielsko-Biała,1,2019.0,2049,1,1,0,1,0,0,0,1,0,0
1,32,Katowice,0,1975.0,1040,0,1,1,0,0,1,0,0,0,0
1,35,Częstochowa,1,2019.0,1900,1,0,0,1,1,1,1,0,1,1
2,39,Katowice,1,1998.0,1550,0,1,0,0,1,1,1,0,0,0
2,43,Gliwice,1,2018.0,2415,1,1,0,1,0,1,0,0,0,0
3,67,Gliwice,1,2019.0,3649,1,1,1,1,0,1,1,1,0,1
3,54,Katowice,0,2016.0,1900,1,1,1,0,1,0,1,1,0,0
2,49,Katowice,1,1990.0,1420,0,1,0,0,0,1,0,0,0,0
2,45,Gliwice,1,2019.0,2600,1,1,0,0,0,0,1,1,0,1
3,63,Częstochowa,1,2019.0,3000,1,1,0,0,1,0,1,0,1,1
2,42,Sosnowiec,0,1979.0,1350,0,1,1,0,0,1,1,0,0,0
3,63,Częstochowa,1,2019.0,3000,1,1,0,0,1,0,1,0,1,1
2,52,Rybnik,1,2019.0,2000,1,1,0,0,0,0,0,0,0,0
2,44,Katowice,0,1980.0,1595,0,0,0,0,0,0,0,0,0,0
2,45,Katowice,1,1985.0,1900,0,1,1,0,0,1,1,1,0,1
1,28,Katowice,1,1910.0,1400,1,0,0,1,0,0,0,0,1,0
2,45,Sosnowiec,1,2020.0,1900,1,1,1,1,0,0,0,0,0,0
1,29,Częstochowa,1,1970.0,1490,0,1,1,1,1,0,0,1,0,0
2,49,Bielsko-Biała,1,2018.0,2112,1,1,0,1,1,0,1,1,0,0
2,55,Katowice,0,2019.0,3100,1,1,0,1,1,0,1,1,0,0
2,48,Częstochowa,1,1905.0,1500,1,0,1,0,0,0,1,1,0,0
2,41,Gliwice,0,1930.0,1400,0,0,0,0,0,0,0,0,0,0
2,51,Gliwice,1,1997.0,2000,1,1,1,1,0,0,1,1,0,0
2,42,Częstochowa,0,1960.0,1800,0,0,1,0,0,0,0,1,0,0
